method,x,xq,approx,reference,signed_error,abs_error,rel_error,terms,muls,divs,shifts,adds,saturations,max_abs_intermediate_q,max_abs_intermediate_real,reduction_steps
direct_t16_rne,-3.36,-56371446,-0.965262651443,-0.965264741055,2.08961177994e-06,2.08961177994e-06,2.16480690847e-06,16,15,15,0,15,0,356390209,21.2425118089,0
direct_t20_rne,-3.36,-56371446,-0.965264737606,-0.965264741055,3.44921280426e-09,3.44921280426e-09,3.57333346755e-09,19,19,19,0,18,0,356390209,21.2425118089,0
adaptive_rne,-3.36,-56371446,-0.965264737606,-0.965264741055,3.44921280426e-09,3.44921280426e-09,3.57333346755e-09,19,18,18,0,18,0,356390209,21.2425118089,0
divfirst_t12_rne,-3.36,-56371446,-0.964366197586,-0.965264741055,0.000898543469202,0.000898543469202,0.000930877748854,12,11,11,0,11,0,106068514,6.32217609882,0
rr_ln2_t12,-3.36,-56371446,-0.965264737606,-0.965264741055,3.44921280426e-09,3.44921280426e-09,3.57333346755e-09,5,6,5,1,6,0,18648352,1.11152839661,1
rr_ln2_adaptive,-3.36,-56371446,-0.965264737606,-0.965264741055,3.44921280426e-09,3.44921280426e-09,3.57333346755e-09,5,6,5,1,6,0,18648352,1.11152839661,1
halving_t12,-3.36,-56371446,-0.965264737606,-0.965264741055,3.44921280426e-09,3.44921280426e-09,3.57333346755e-09,7,10,7,6,9,0,28185723,1.68000000715,3
halving_adaptive,-3.36,-56371446,-0.965264737606,-0.965264741055,3.44921280426e-09,3.44921280426e-09,3.57333346755e-09,7,10,7,6,9,0,28185723,1.68000000715,3
fine_ln2_2_t12,-3.36,-56371446,-0.965264737606,-0.965264741055,3.44921280426e-09,3.44921280426e-09,3.57333346755e-09,5,6,5,1,6,0,18648352,1.11152839661,1
fine_ln2_4_t12,-3.36,-56371446,-0.965264737606,-0.965264741055,3.44921280426e-09,3.44921280426e-09,3.57333346755e-09,4,5,4,1,5,0,18648352,1.11152839661,1
fine_ln2_8_t12,-3.36,-56371446,-0.965264737606,-0.965264741055,3.44921280426e-09,3.44921280426e-09,3.57333346755e-09,3,4,3,1,4,0,18648350,1.1115282774,1
fine_ln2_16_t12,-3.36,-56371446,-0.965264797211,-0.965264741055,-5.61554319711e-08,5.61554319711e-08,5.81761972469e-08,3,4,3,1,4,0,18648306,1.11152565479,1
fine_ln2_32_t12,-3.36,-56371446,-0.965264678001,-0.965264741055,6.30538575797e-08,6.30538575797e-08,6.5322864182e-08,2,3,2,1,3,0,18648393,1.1115308404,1
fine_ln2_64_t12,-3.36,-56371446,-0.965264976025,-0.965264741055,-2.34969366297e-07,2.34969366297e-07,2.4342478939e-07,2,3,2,1,3,0,18648221,1.1115205884,1
direct_t12_trunc,-3.35,-56203674,-0.964050710201,-0.964915645899,0.000864935697892,0.000864935697892,0.000896384778885,12,11,11,0,11,0,352166370,20.9907513857,0
direct_t12_rne,-3.35,-56203674,-0.964050650597,-0.964915645899,0.000864995302536,0.000864995302536,0.000896446550756,12,11,11,0,11,0,352166374,20.9907516241,0
direct_t16_rne,-3.35,-56203674,-0.964913606644,-0.964915645899,2.03925547826e-06,2.03925547826e-06,2.11340285229e-06,16,15,15,0,15,0,352166374,20.9907516241,0
direct_t20_rne,-3.35,-56203674,-0.964915633202,-0.964915645899,1.26975558956e-08,1.26975558956e-08,1.31592393072e-08,19,19,19,0,18,0,352166374,20.9907516241,0
adaptive_rne,-3.35,-56203674,-0.964915633202,-0.964915645899,1.26975558956e-08,1.26975558956e-08,1.31592393072e-08,19,18,18,0,18,0,352166374,20.9907516241,0
divfirst_t12_rne,-3.35,-56203674,-0.964050412178,-0.964915645899,0.000865233721115,0.000865233721115,0.000896693638239,12,11,11,0,11,0,105124290,6.26589596272,0
rr_ln2_t12,-3.35,-56203674,-0.964915633202,-0.964915645899,1.26975558956e-08,1.26975558956e-08,1.31592393072e-08,5,6,5,1,6,0,18835770,1.12269937992,1
rr_ln2_adaptive,-3.35,-56203674,-0.964915633202,-0.964915645899,1.26975558956e-08,1.26975558956e-08,1.31592393072e-08,5,6,5,1,6,0,18835770,1.12269937992,1
halving_t12,-3.35,-56203674,-0.964915692806,-0.964915645899,-4.69070888798e-08,4.69070888798e-08,4.86126316628e-08,7,10,7,6,9,0,28101837,1.67500001192,3
halving_adaptive,-3.35,-56203674,-0.964915692806,-0.964915645899,-4.69070888798e-08,4.69070888798e-08,4.86126316628e-08,7,10,7,6,9,0,28101837,1.67500001192,3
fine_ln2_2_t12,-3.35,-56203674,-0.964915633202,-0.964915645899,1.26975558956e-08,1.26975558956e-08,1.31592393072e-08,5,6,5,1,6,0,18835770,1.12269937992,1
fine_ln2_4_t12,-3.35,-56203674,-0.964915633202,-0.964915645899,1.26975558956e-08,1.26975558956e-08,1.31592393072e-08,4,5,4,1,5,0,18835770,1.12269937992,1
fine_ln2_8_t12,-3.35,-56203674,-0.964915633202,-0.964915645899,1.26975558956e-08,1.26975558956e-08,1.31592393072e-08,4,5,4,1,5,0,18835770,1.12269937992,1
fine_ln2_16_t12,-3.35,-56203674,-0.964915752411,-0.964915645899,-1.06511733655e-07,1.06511733655e-07,1.10384502633e-07,3,4,3,1,4,0,18835726,1.12269675732,1
fine_ln2_32_t12,-3.35,-56203674,-0.964915573597,-0.964915645899,7.2302200671e-08,7.2302200671e-08,7.49311102771e-08,3,4,3,1,4,0,18835813,1.12270194292,1
fine_ln2_64_t12,-3.35,-56203674,-0.96491587162,-0.964915645899,-2.25721023206e-07,2.25721023206e-07,2.33928244573e-07,2,3,2,1,3,0,18835640,1.12269163132,1
direct_t12_trunc,-3.34,-56035901,-0.963730573654,-0.964563042278,0.000832468624227,0.000832468624227,0.00086305258209,12,11,11,0,11,0,347980168,20.7412343025,0
direct_t12_rne,-3.34,-56035901,-0.96373051405,-0.964563042278,0.000832528228871,0.000832528228871,0.000863114376542,12,11,11,0,11,0,347980172,20.7412345409,0
direct_t16_rne,-3.34,-56035901,-0.964561104774,-0.964563042278,1.9375039263e-06,1.9375039263e-06,2.00868563419e-06,16,15,15,0,15,0,347980172,20.7412345409,0
direct_t20_rne,-3.34,-56035901,-0.964563012123,-0.964563042278,3.01552934845e-08,3.01552934845e-08,3.12631649387e-08,19,19,19,0,18,0,347980172,20.7412345409,0
adaptive_rne,-3.34,-56035901,-0.964563012123,-0.964563042278,3.01552934845e-08,3.01552934845e-08,3.12631649387e-08,19,18,18,0,18,0,347980172,20.7412345409,0
divfirst_t12_rne,-3.34,-56035901,-0.963730573654,-0.964563042278,0.000832468624227,0.000832468624227,0.00086305258209,12,11,11,0,11,0,104185685,6.20995074511,0
rr_ln2_t12,-3.34,-56035901,-0.964563012123,-0.964563042278,3.01552934845e-08,3.01552934845e-08,3.12631649387e-08,5,6,5,1,6,0,19025072,1.13398265839,1
rr_ln2_adaptive,-3.34,-56035901,-0.964563012123,-0.964563042278,3.01552934845e-08,3.01552934845e-08,3.12631649387e-08,5,6,5,1,6,0,19025072,1.13398265839,1
halving_t12,-3.34,-56035901,-0.964563071728,-0.964563042278,-2.94493512909e-08,2.94493512909e-08,3.05312872255e-08,7,10,7,6,9,0,28017951,1.67000001669,3
halving_adaptive,-3.34,-56035901,-0.964563071728,-0.964563042278,-2.94493512909e-08,2.94493512909e-08,3.05312872255e-08,7,10,7,6,9,0,28017951,1.67000001669,3
fine_ln2_2_t12,-3.34,-56035901,-0.964563012123,-0.964563042278,3.01552934845e-08,3.01552934845e-08,3.12631649387e-08,5,6,5,1,6,0,19025072,1.13398265839,1
fine_ln2_4_t12,-3.34,-56035901,-0.964563012123,-0.964563042278,3.01552934845e-08,3.01552934845e-08,3.12631649387e-08,4,5,4,1,5,0,19025074,1.1339827776,1
fine_ln2_8_t12,-3.34,-56035901,-0.964563012123,-0.964563042278,3.01552934845e-08,3.01552934845e-08,3.12631649387e-08,4,5,4,1,5,0,19025073,1.13398271799,1
fine_ln2_16_t12,-3.34,-56035901,-0.964563131332,-0.964563042278,-8.90539960663e-08,8.90539960663e-08,9.23257393897e-08,2,3,2,1,3,0,19025029,1.13398009539,1
fine_ln2_32_t12,-3.34,-56035901,-0.964562952518,-0.964563042278,8.97599382599e-08,8.97599382599e-08,9.30576171028e-08,2,3,2,1,3,0,19025117,1.1339853406,1
fine_ln2_64_t12,-3.34,-56035901,-0.964563310146,-0.964563042278,-2.67867930392e-07,2.67867930392e-07,2.77709095882e-07,2,3,2,1,3,0,19024942,1.13397490978,1
direct_t12_trunc,-3.33,-55868129,-0.963405847549,-0.964206894932,0.000801047382906,0.000801047382906,0.000830783711583,12,11,11,0,11,0,343831426,20.4939500093,0
direct_t12_rne,-3.33,-55868129,-0.96340572834,-0.964206894932,0.000801166592196,0.000801166592196,0.000830907346138,12,11,11,0,11,0,343831429,20.4939501882,0
direct_t16_rne,-3.33,-55868129,-0.964205086231,-0.964206894932,1.80870111299e-06,1.80870111299e-06,1.87584337189e-06,16,15,15,0,15,0,343831429,20.4939501882,0
direct_t20_rne,-3.33,-55868129,-0.964206874371,-0.964206894932,2.05617697313e-08,2.05617697313e-08,2.13250598387e-08,19,19,19,0,18,0,343831429,20.4939501882,0
adaptive_rne,-3.33,-55868129,-0.964206874371,-0.964206894932,2.05617697313e-08,2.05617697313e-08,2.13250598387e-08,19,18,18,0,18,0,343831429,20.4939501882,0
divfirst_t12_rne,-3.33,-55868129,-0.96340572834,-0.964206894932,0.000801166592196,0.000801166592196,0.000830907346138,12,11,11,0,11,0,103252683,6.15433949232,0
rr_ln2_t12,-3.33,-55868129,-0.964206874371,-0.964206894932,2.05617697313e-08,2.05617697313e-08,2.13250598387e-08,5,6,5,1,6,0,19216277,1.14537936449,1
rr_ln2_adaptive,-3.33,-55868129,-0.964206874371,-0.964206894932,2.05617697313e-08,2.05617697313e-08,2.13250598387e-08,5,6,5,1,6,0,19216277,1.14537936449,1
halving_t12,-3.33,-55868129,-0.964206933975,-0.964206894932,-3.90428750441e-08,3.90428750441e-08,4.04922172298e-08,7,10,7,6,9,0,27934065,1.66500002146,3
halving_adaptive,-3.33,-55868129,-0.964206933975,-0.964206894932,-3.90428750441e-08,3.90428750441e-08,4.04922172298e-08,7,10,7,6,9,0,27934065,1.66500002146,3
fine_ln2_2_t12,-3.33,-55868129,-0.964206874371,-0.964206894932,2.05617697313e-08,2.05617697313e-08,2.13250598387e-08,5,6,5,1,6,0,19216277,1.14537936449,1
fine_ln2_4_t12,-3.33,-55868129,-0.964206874371,-0.964206894932,2.05617697313e-08,2.05617697313e-08,2.13250598387e-08,4,5,4,1,5,0,19216279,1.1453794837,1
fine_ln2_8_t12,-3.33,-55868129,-0.964206874371,-0.964206894932,2.05617697313e-08,2.05617697313e-08,2.13250598387e-08,4,5,4,1,5,0,19216279,1.1453794837,1
fine_ln2_16_t12,-3.33,-55868129,-0.96420699358,-0.964206894932,-9.86475198195e-08,9.86475198195e-08,1.02309494298e-07,3,4,3,1,4,0,19216234,1.14537680149,1
fine_ln2_32_t12,-3.33,-55868129,-0.964206814766,-0.964206894932,8.01664145067e-08,8.01664145067e-08,8.31423369072e-08,3,4,3,1,4,0,19216323,1.1453821063,1
fine_ln2_64_t12,-3.33,-55868129,-0.964207112789,-0.964206894932,-2.1785680937e-07,2.1785680937e-07,2.25944048435e-07,2,3,2,1,3,0,19216146,1.14537155628,1
direct_t12_trunc,-3.32,-55700357,-0.963076293468,-0.963847168246,0.000770874777478,0.000770874777478,0.000799789430186,12,11,11,0,11,0,339719889,20.248883307,0
direct_t12_rne,-3.32,-55700357,-0.963076293468,-0.963847168246,0.000770874777478,0.000770874777478,0.000799789430186,12,11,11,0,11,0,339719892,20.2488834858,0
direct_t16_rne,-3.32,-55700357,-0.963845431805,-0.963847168246,1.73644129664e-06,1.73644129664e-06,1.80157327204e-06,16,15,15,0,15,0,339719892,20.2488834858,0
direct_t20_rne,-3.32,-55700357,-0.963847160339,-0.963847168246,7.90659815397e-09,7.90659815397e-09,8.203165828e-09,19,19,19,0,18,0,339719892,20.2488834858,0
adaptive_rne,-3.32,-55700357,-0.963847160339,-0.963847168246,7.90659815397e-09,7.90659815397e-09,8.203165828e-09,19,18,18,0,18,0,339719892,20.2488834858,0
divfirst_t12_rne,-3.32,-55700357,-0.963076293468,-0.963847168246,0.000770874777478,0.000770874777478,0.000799789430186,12,11,11,0,11,0,102325272,6.09906148911,0
rr_ln2_t12,-3.32,-55700357,-0.963847160339,-0.963847168246,7.90659815397e-09,7.90659815397e-09,8.203165828e-09,5,6,5,1,6,0,19409404,1.15689063072,1
rr_ln2_adaptive,-3.32,-55700357,-0.963847160339,-0.963847168246,7.90659815397e-09,7.90659815397e-09,8.203165828e-09,5,6,5,1,6,0,19409404,1.15689063072,1
halving_t12,-3.32,-55700357,-0.963847160339,-0.963847168246,7.90659815397e-09,7.90659815397e-09,8.203165828e-09,7,10,7,6,9,0,27850179,1.66000002623,3
halving_adaptive,-3.32,-55700357,-0.963847160339,-0.963847168246,7.90659815397e-09,7.90659815397e-09,8.203165828e-09,7,10,7,6,9,0,27850179,1.66000002623,3
fine_ln2_2_t12,-3.32,-55700357,-0.963847160339,-0.963847168246,7.90659815397e-09,7.90659815397e-09,8.203165828e-09,5,6,5,1,6,0,19409404,1.15689063072,1
fine_ln2_4_t12,-3.32,-55700357,-0.963847160339,-0.963847168246,7.90659815397e-09,7.90659815397e-09,8.203165828e-09,4,5,4,1,5,0,19409406,1.15689074993,1
fine_ln2_8_t12,-3.32,-55700357,-0.963847160339,-0.963847168246,7.90659815397e-09,7.90659815397e-09,8.203165828e-09,4,5,4,1,5,0,19409406,1.15689074993,1
fine_ln2_16_t12,-3.32,-55700357,-0.963847219944,-0.963847168246,-5.16980466214e-08,5.16980466214e-08,5.3637182662e-08,3,4,3,1,4,0,19409360,1.15688800812,1
fine_ln2_32_t12,-3.32,-55700357,-0.963847100735,-0.963847168246,6.75112429294e-08,6.75112429294e-08,7.0043514318e-08,3,4,3,1,4,0,19409448,1.15689325333,1
fine_ln2_64_t12,-3.32,-55700357,-0.963847398758,-0.963847168246,-2.30511980948e-07,2.30511980948e-07,2.39158228132e-07,2,3,2,1,3,0,19409270,1.1568826437,1
direct_t12_trunc,-3.31,-55532585,-0.962742209435,-0.963483826246,0.00074161681175,0.00074161681175,0.000769724194167,12,11,11,0,11,0,335645336,20.0060210228,0
direct_t12_rne,-3.31,-55532585,-0.962742209435,-0.963483826246,0.00074161681175,0.00074161681175,0.000769724194167,12,11,11,0,11,0,335645340,20.0060212612,0
direct_t16_rne,-3.31,-55532585,-0.963482201099,-0.963483826246,1.62514686386e-06,1.62514686386e-06,1.68674016064e-06,16,15,15,0,15,0,335645340,20.0060212612,0
direct_t20_rne,-3.31,-55532585,-0.963483870029,-0.963483826246,-4.37831898514e-08,4.37831898514e-08,4.54425789606e-08,19,19,19,0,18,0,335645340,20.0060212612,0
adaptive_rne,-3.31,-55532585,-0.963483870029,-0.963483826246,-4.37831898514e-08,4.37831898514e-08,4.54425789606e-08,19,18,18,0,18,0,335645340,20.0060212612,0
divfirst_t12_rne,-3.31,-55532585,-0.962742030621,-0.963483826246,0.000741795625685,0.000741795625685,0.000769909785175,12,11,11,0,11,0,101403429,6.04411536455,0
rr_ln2_t12,-3.31,-55532585,-0.963483810425,-0.963483826246,1.5821454924e-08,1.5821454924e-08,1.6421090311e-08,5,6,5,1,6,0,19604472,1.16851758957,1
rr_ln2_adaptive,-3.31,-55532585,-0.963483810425,-0.963483826246,1.5821454924e-08,1.5821454924e-08,1.6421090311e-08,5,6,5,1,6,0,19604472,1.16851758957,1
halving_t12,-3.31,-55532585,-0.963483870029,-0.963483826246,-4.37831898514e-08,4.37831898514e-08,4.54425789606e-08,7,10,7,6,9,0,27766293,1.65500003099,3
halving_adaptive,-3.31,-55532585,-0.963483870029,-0.963483826246,-4.37831898514e-08,4.37831898514e-08,4.54425789606e-08,7,10,7,6,9,0,27766293,1.65500003099,3
fine_ln2_2_t12,-3.31,-55532585,-0.963483810425,-0.963483826246,1.5821454924e-08,1.5821454924e-08,1.6421090311e-08,5,6,5,1,6,0,19604472,1.16851758957,1
fine_ln2_4_t12,-3.31,-55532585,-0.963483810425,-0.963483826246,1.5821454924e-08,1.5821454924e-08,1.6421090311e-08,3,4,3,1,4,0,19604472,1.16851758957,1
fine_ln2_8_t12,-3.31,-55532585,-0.963483810425,-0.963483826246,1.5821454924e-08,1.5821454924e-08,1.6421090311e-08,3,4,3,1,4,0,19604472,1.16851758957,1
fine_ln2_16_t12,-3.31,-55532585,-0.963483929634,-0.963483826246,-1.03387834627e-07,1.03387834627e-07,1.07306248232e-07,3,4,3,1,4,0,19604428,1.16851496696,1
fine_ln2_32_t12,-3.31,-55532585,-0.96348375082,-0.963483826246,7.54260996993e-08,7.54260996993e-08,7.82847595825e-08,2,3,2,1,3,0,19604516,1.16852021217,1
fine_ln2_64_t12,-3.31,-55532585,-0.963484048843,-0.963483826246,-2.22597124178e-07,2.22597124178e-07,2.31033586775e-07,2,3,2,1,3,0,19604337,1.16850954294,1
direct_t12_trunc,-3.3,-55364813,-0.962403357029,-0.963116832599,0.000713475569799,0.000713475569799,0.00074079856737,12,11,11,0,11,0,331607546,19.7653499842,0
direct_t12_rne,-3.3,-55364813,-0.962403357029,-0.963116832599,0.000713475569799,0.000713475569799,0.00074079856737,12,11,11,0,11,0,331607553,19.7653504014,0
direct_t16_rne,-3.3,-55364813,-0.963115274906,-0.963116832599,1.55769260157e-06,1.55769260157e-06,1.61734542358e-06,16,15,15,0,15,0,331607553,19.7653504014,0
direct_t20_rne,-3.3,-55364813,-0.963116824627,-0.963116832599,7.97183741241e-09,7.97183741241e-09,8.27712396107e-09,19,19,19,0,18,0,331607553,19.7653504014,0
adaptive_rne,-3.3,-55364813,-0.963116824627,-0.963116832599,7.97183741241e-09,7.97183741241e-09,8.27712396107e-09,19,18,18,0,18,0,331607553,19.7653504014,0
divfirst_t12_rne,-3.3,-55364813,-0.962403178215,-0.963116832599,0.000713654383733,0.000713654383733,0.000740984229097,12,11,11,0,11,0,100487139,5.98950022459,0
rr_ln2_t12,-3.3,-55364813,-0.963116824627,-0.963116832599,7.97183741241e-09,7.97183741241e-09,8.27712396107e-09,6,7,6,1,7,0,19801502,1.18026149273,1
rr_ln2_adaptive,-3.3,-55364813,-0.963116824627,-0.963116832599,7.97183741241e-09,7.97183741241e-09,8.27712396107e-09,6,6,5,1,7,0,19801502,1.18026149273,1
halving_t12,-3.3,-55364813,-0.963116824627,-0.963116832599,7.97183741241e-09,7.97183741241e-09,8.27712396107e-09,7,10,7,6,9,0,27682407,1.65000003576,3
halving_adaptive,-3.3,-55364813,-0.963116824627,-0.963116832599,7.97183741241e-09,7.97183741241e-09,8.27712396107e-09,7,10,7,6,9,0,27682407,1.65000003576,3
fine_ln2_2_t12,-3.3,-55364813,-0.963116824627,-0.963116832599,7.97183741241e-09,7.97183741241e-09,8.27712396107e-09,6,7,6,1,7,0,19801502,1.18026149273,1
fine_ln2_4_t12,-3.3,-55364813,-0.963116824627,-0.963116832599,7.97183741241e-09,7.97183741241e-09,8.27712396107e-09,3,4,3,1,4,0,19801501,1.18026143312,1
fine_ln2_8_t12,-3.3,-55364813,-0.963116824627,-0.963116832599,7.97183741241e-09,7.97183741241e-09,8.27712396107e-09,3,4,3,1,4,0,19801501,1.18026143312,1
fine_ln2_16_t12,-3.3,-55364813,-0.963116884232,-0.963116832599,-5.1632807363e-08,5.1632807363e-08,5.36101183318e-08,3,4,3,1,4,0,19801456,1.18025875092,1
fine_ln2_32_t12,-3.3,-55364813,-0.963116765022,-0.963116832599,6.75764821878e-08,6.75764821878e-08,7.01643662539e-08,3,4,3,1,4,0,19801545,1.18026405573,1
fine_ln2_64_t12,-3.3,-55364813,-0.963117063046,-0.963116832599,-2.30446741689e-07,2.30446741689e-07,2.3927184521e-07,2,3,2,1,3,0,19801364,1.18025326729,1
direct_t12_trunc,-3.29,-55197041,-0.962059855461,-0.962746150604,0.000686295142664,0.000686295142664,0.000712851609153,12,11,11,0,11,0,327606302,19.5268572569,0
direct_t12_rne,-3.29,-55197041,-0.962059795856,-0.962746150604,0.000686354747308,0.000686354747308,0.000712913520223,12,11,11,0,11,0,327606302,19.5268572569,0
direct_t16_rne,-3.29,-55197041,-0.962744653225,-0.962746150604,1.49737883914e-06,1.49737883914e-06,1.55532051539e-06,16,15,15,0,15,0,327606302,19.5268572569,0
direct_t20_rne,-3.29,-55197041,-0.962746143341,-0.962746150604,7.26271975893e-09,7.26271975893e-09,7.54375362018e-09,19,19,19,0,18,0,327606302,19.5268572569,0
adaptive_rne,-3.29,-55197041,-0.962746143341,-0.962746150604,7.26271975893e-09,7.26271975893e-09,7.54375362018e-09,19,18,18,0,18,0,327606302,19.5268572569,0
divfirst_t12_rne,-3.29,-55197041,-0.962059736252,-0.962746150604,0.000686414351953,0.000686414351953,0.000712975431294,12,11,11,0,11,0,99576384,5.93521499634,0
rr_ln2_t12,-3.29,-55197041,-0.962746143341,-0.962746150604,7.26271975893e-09,7.26271975893e-09,7.54375362018e-09,6,7,6,1,7,0,20000508,1.19212317467,1
rr_ln2_adaptive,-3.29,-55197041,-0.962746143341,-0.962746150604,7.26271975893e-09,7.26271975893e-09,7.54375362018e-09,6,6,5,1,7,0,20000508,1.19212317467,1
halving_t12,-3.29,-55197041,-0.962746143341,-0.962746150604,7.26271975893e-09,7.26271975893e-09,7.54375362018e-09,7,10,7,6,9,0,27598521,1.64500004053,3
halving_adaptive,-3.29,-55197041,-0.962746143341,-0.962746150604,7.26271975893e-09,7.26271975893e-09,7.54375362018e-09,7,10,7,6,9,0,27598521,1.64500004053,3
fine_ln2_2_t12,-3.29,-55197041,-0.962746143341,-0.962746150604,7.26271975893e-09,7.26271975893e-09,7.54375362018e-09,6,7,6,1,7,0,20000509,1.19212323427,1
fine_ln2_4_t12,-3.29,-55197041,-0.962746143341,-0.962746150604,7.26271975893e-09,7.26271975893e-09,7.54375362018e-09,2,3,2,1,3,0,20000509,1.19212323427,1
fine_ln2_8_t12,-3.29,-55197041,-0.962746143341,-0.962746150604,7.26271975893e-09,7.26271975893e-09,7.54375362018e-09,2,3,2,1,3,0,20000509,1.19212323427,1
fine_ln2_16_t12,-3.29,-55197041,-0.96274626255,-0.962746150604,-1.11946569792e-07,1.11946569792e-07,1.16278387321e-07,2,3,2,1,3,0,20000463,1.19212049246,1
fine_ln2_32_t12,-3.29,-55197041,-0.962746083736,-0.962746150604,6.68673645343e-08,6.68673645343e-08,6.94548240908e-08,2,3,2,1,3,0,20000554,1.19212591648,1
fine_ln2_64_t12,-3.29,-55197041,-0.96274638176,-0.962746150604,-2.31155859343e-07,2.31155859343e-07,2.40100528262e-07,2,3,2,1,3,0,20000372,1.19211506844,1
direct_t12_trunc,-3.28,-55029268,-0.961711704731,-0.962371743193,0.000660038461836,0.000660038461836,0.000685845637619,12,11,11,0,11,0,323641346,19.290527463,0
direct_t12_rne,-3.28,-55029268,-0.961711704731,-0.962371743193,0.000660038461836,0.000660038461836,0.000685845637619,12,11,11,0,11,0,323641353,19.2905278802,0
direct_t16_rne,-3.28,-55029268,-0.96237039566,-0.962371743193,1.34753242342e-06,1.34753242342e-06,1.40022027138e-06,16,15,15,0,15,0,323641353,19.2905278802,0
direct_t20_rne,-3.28,-55029268,-0.962371826172,-0.962371743193,-8.29790511858e-08,8.29790511858e-08,8.6223490842e-08,19,19,19,0,18,0,323641353,19.2905278802,0
adaptive_rne,-3.28,-55029268,-0.962371826172,-0.962371743193,-8.29790511858e-08,8.29790511858e-08,8.6223490842e-08,19,18,18,0,18,0,323641353,19.2905278802,0
divfirst_t12_rne,-3.28,-55029268,-0.961711406708,-0.962371743193,0.00066033648506,0.00066033648506,0.000686155313402,12,11,11,0,11,0,98671144,5.8812584877,0
rr_ln2_t12,-3.28,-55029268,-0.962371766567,-0.962371743193,-2.33744064104e-08,2.33744064104e-08,2.42883340827e-08,6,7,6,1,7,0,20201518,1.20410430431,1
rr_ln2_adaptive,-3.28,-55029268,-0.962371766567,-0.962371743193,-2.33744064104e-08,2.33744064104e-08,2.42883340827e-08,6,6,5,1,7,0,20201518,1.20410430431,1
halving_t12,-3.28,-55029268,-0.962371766567,-0.962371743193,-2.33744064104e-08,2.33744064104e-08,2.42883340827e-08,7,10,7,6,9,0,27514634,1.63999998569,3
halving_adaptive,-3.28,-55029268,-0.962371766567,-0.962371743193,-2.33744064104e-08,2.33744064104e-08,2.42883340827e-08,7,10,7,6,9,0,27514634,1.63999998569,3
